Cycle,Year,DailyGDP,CyclyGDP,Population,GDPperCapita,Unemployment,Inflation
1921,5.26301,484.03,1.32611,133,3.63932,0.308271,0
1922,5.26575,480.03,1.31515,133,3.60925,0.308271,0
1923,5.26849,484.03,1.32611,133,3.63932,0.308271,0
1924,5.27123,496.031,1.35899,133,3.72956,0.308271,2.22031e-14
1925,5.27397,432.027,1.18364,133,3.24832,0.308271,-6.66092e-14
1926,5.27671,492.031,1.34803,133,3.69948,0.308271,4.44062e-14
1927,5.27945,476.03,1.30419,133,3.57917,0.308271,0
1928,5.28219,476.03,1.30419,133,3.57917,0.308271,0
1929,5.28493,476.03,1.30419,133,3.57917,0.308271,0
1930,5.28767,472.029,1.29323,133,3.54909,0.308271,0
1931,5.29041,472.029,1.29323,133,3.54909,0.308271,0
1932,5.29315,468.029,1.28227,133,3.51902,0.308271,0
1933,5.29589,480.03,1.31515,133,3.60925,0.308271,0
1934,5.29863,484.03,1.32611,133,3.63932,0.308271,0
1935,5.30137,484.03,1.32611,133,3.63932,0.308271,0
1936,5.30411,500.031,1.36995,133,3.75963,0.308271,2.22031e-14
1937,5.30685,480.03,1.31515,133,3.60925,0.308271,-2.22031e-14
1938,5.30959,496.031,1.35899,133,3.72956,0.308271,2.22031e-14
1939,5.31233,500.031,1.36995,133,3.75963,0.308271,0
1940,5.31507,472.029,1.29323,133,3.54909,0.308271,-2.22031e-14
1941,5.31781,492.031,1.34803,133,3.69948,0.308271,0
1942,5.32055,480.03,1.31515,133,3.60925,0.308271,0
1943,5.32329,488.03,1.33707,133,3.6694,0.308271,0
1944,5.32603,484.03,1.32611,133,3.63932,0.308271,0
1945,5.32877,476.03,1.30419,133,3.57917,0.308271,0
1946,5.33151,472.029,1.29323,133,3.54909,0.308271,0
1947,5.33425,468.029,1.28227,133,3.51902,0.308271,0
1948,5.33699,484.03,1.32611,133,3.63932,0.308271,0
1949,5.33973,504.031,1.38091,133,3.78971,0.308271,2.22031e-14
1950,5.34247,480.03,1.31515,133,3.60925,0.308271,-2.22031e-14
1951,5.34521,484.03,1.32611,133,3.63932,0.308271,0
1952,5.34795,464.029,1.27131,133,3.48894,0.308271,-2.22031e-14
1953,5.35068,488.03,1.33707,133,3.6694,0.308271,2.22031e-14
1954,5.35342,492.031,1.34803,133,3.69948,0.308271,0
1955,5.35616,484.03,1.32611,133,3.63932,0.308271,0
1956,5.3589,488.03,1.33707,133,3.6694,0.308271,0
1957,5.36164,476.03,1.30419,133,3.57917,0.308271,0
1958,5.36438,488.03,1.33707,134,3.64202,0.313433,0
1959,5.36712,488.03,1.33707,134,3.64202,0.313433,0
1960,5.36986,480.03,1.31515,134,3.58231,0.313433,0
1961,5.3726,492.031,1.34803,134,3.67187,0.313433,0
1962,5.37534,484.03,1.32611,134,3.61217,0.313433,0
1963,5.37808,504.031,1.38091,134,3.76143,0.313433,2.22031e-14
1964,5.38082,484.03,1.32611,134,3.61217,0.313433,-2.22031e-14
1965,5.38356,492.031,1.34803,134,3.67187,0.313433,0
1966,5.3863,488.03,1.33707,134,3.64202,0.313433,0
1967,5.38904,496.031,1.35899,134,3.70172,0.313433,2.22031e-14
1968,5.39178,464.029,1.27131,134,3.4629,0.313433,-4.44062e-14
1969,5.39452,464.029,1.27131,134,3.4629,0.313433,0
1970,5.39726,504.031,1.38091,134,3.76143,0.313433,4.44062e-14
1971,5.4,488.03,1.33707,134,3.64202,0.313433,-2.22031e-14
1972,5.40274,496.031,1.35899,134,3.70172,0.313433,2.22031e-14
1973,5.40548,500.031,1.36995,134,3.73158,0.313433,0
1974,5.40822,480.03,1.31515,134,3.58231,0.313433,-2.22031e-14
1975,5.41096,476.03,1.30419,134,3.55246,0.313433,0
1976,5.4137,488.03,1.33707,134,3.64202,0.313433,0
1977,5.41644,488.03,1.33707,134,3.64202,0.313433,0
1978,5.41918,464.029,1.27131,134,3.4629,0.313433,-2.22031e-14
1979,5.42192,464.029,1.27131,134,3.4629,0.313433,0
1980,5.42466,492.031,1.34803,134,3.67187,0.313433,2.22031e-14
1981,5.4274,484.03,1.32611,134,3.61217,0.313433,0
1982,5.43014,496.031,1.35899,134,3.70172,0.313433,2.22031e-14
1983,5.43288,468.029,1.28227,134,3.49275,0.313433,-2.22031e-14
1984,5.43562,504.031,1.38091,134,3.76143,0.313433,2.22031e-14
1985,5.43836,472.029,1.29323,134,3.52261,0.313433,-2.22031e-14
1986,5.4411,480.03,1.31515,134,3.58231,0.313433,0
1987,5.44384,500.031,1.36995,134,3.73158,0.313433,2.22031e-14
1988,5.44658,500.031,1.36995,134,3.73158,0.313433,0
1989,5.44932,508.032,1.39187,134,3.79128,0.313433,0
1990,5.45205,472.029,1.29323,134,3.52261,0.313433,-2.22031e-14
1991,5.45479,476.03,1.30419,134,3.55246,0.313433,0
1992,5.45753,492.031,1.34803,134,3.67187,0.313433,0
1993,5.46027,468.029,1.28227,134,3.49275,0.313433,0
1994,5.46301,488.03,1.33707,134,3.64202,0.313433,0
1995,5.46575,468.029,1.28227,134,3.49275,0.313433,0
1996,5.46849,504.031,1.38091,134,3.76143,0.313433,2.22031e-14
1997,5.47123,492.031,1.34803,134,3.67187,0.313433,-2.22031e-14
1998,5.47397,484.03,1.32611,134,3.61217,0.313433,0
1999,5.47671,488.03,1.33707,134,3.64202,0.313433,0
2000,5.47945,460.029,1.26035,134,3.43305,0.313433,-2.22031e-14
2001,5.48219,480.03,1.31515,134,3.58231,0.313433,2.22031e-14
2002,5.48493,476.03,1.30419,134,3.55246,0.313433,0
2003,5.48767,484.03,1.32611,134,3.61217,0.313433,0
2004,5.49041,496.031,1.35899,134,3.70172,0.313433,2.22031e-14
2005,5.49315,484.03,1.32611,134,3.61217,0.313433,-2.22031e-14
2006,5.49589,488.03,1.33707,134,3.64202,0.313433,0
2007,5.49863,496.031,1.35899,134,3.70172,0.313433,2.22031e-14
2008,5.50137,488.03,1.33707,134,3.64202,0.313433,-2.22031e-14
2009,5.50411,500.031,1.36995,134,3.73158,0.313433,2.22031e-14
2010,5.50685,516.032,1.41379,134,3.85099,0.313433,0
2011,5.50959,480.03,1.31515,134,3.58231,0.313433,-2.22031e-14
2012,5.51233,484.03,1.32611,134,3.61217,0.313433,0
2013,5.51507,488.03,1.33707,134,3.64202,0.313433,0
2014,5.51781,492.031,1.34803,134,3.67187,0.313433,0
2015,5.52055,488.03,1.33707,134,3.64202,0.313433,0
2016,5.52329,496.031,1.35899,134,3.70172,0.313433,2.22031e-14
2017,5.52603,464.029,1.27131,134,3.4629,0.313433,-4.44062e-14
2018,5.52877,500.031,1.36995,134,3.73158,0.313433,4.44062e-14
2019,5.53151,496.031,1.35899,134,3.70172,0.313433,0
2020,5.53425,468.029,1.28227,134,3.49275,0.313433,-2.22031e-14
2021,5.53699,488.03,1.33707,134,3.64202,0.313433,0
2022,5.53973,484.03,1.32611,134,3.61217,0.313433,0
2023,5.54247,492.031,1.34803,134,3.67187,0.313433,0
2024,5.54521,484.03,1.32611,134,3.61217,0.313433,0
2025,5.54795,476.03,1.30419,134,3.55246,0.313433,0
2026,5.55068,496.031,1.35899,134,3.70172,0.313433,2.22031e-14
2027,5.55342,472.029,1.29323,134,3.52261,0.313433,-2.22031e-14
2028,5.55616,476.03,1.30419,134,3.55246,0.313433,0
2029,5.5589,480.03,1.31515,135,3.55578,0.318519,0
2030,5.56164,512.032,1.40283,135,3.79283,0.318519,2.22031e-14
2031,5.56438,480.03,1.31515,135,3.55578,0.318519,-2.22031e-14
2032,5.56712,460.029,1.26035,135,3.40762,0.318519,-2.22031e-14
2033,5.56986,504.031,1.38091,135,3.73357,0.318519,4.44062e-14
2034,5.5726,480.03,1.31515,135,3.55578,0.318519,-2.22031e-14
2035,5.57534,472.029,1.29323,135,3.49651,0.318519,0
2036,5.57808,492.031,1.34803,135,3.64467,0.318519,0
2037,5.58082,472.029,1.29323,135,3.49651,0.318519,0
2038,5.58356,500.031,1.36995,135,3.70393,0.318519,2.22031e-14
2039,5.5863,484.03,1.32611,135,3.58541,0.318519,-2.22031e-14
2040,5.58904,492.031,1.34803,135,3.64467,0.318519,0
2041,5.59178,476.03,1.30419,135,3.52615,0.318519,0
2042,5.59452,480.03,1.31515,135,3.55578,0.318519,0
2043,5.59726,504.031,1.38091,135,3.73357,0.318519,2.22031e-14
2044,5.6,476.03,1.30419,135,3.52615,0.318519,-2.22031e-14
2045,5.60274,492.031,1.34803,135,3.64467,0.318519,0
2046,5.60548,496.031,1.35899,135,3.6743,0.318519,2.22031e-14
2047,5.60822,508.032,1.39187,135,3.7632,0.318519,0
2048,5.61096,492.031,1.34803,135,3.64467,0.318519,-2.22031e-14
2049,5.6137,504.031,1.38091,135,3.73357,0.318519,2.22031e-14
2050,5.61644,460.029,1.26035,135,3.40762,0.318519,-4.44062e-14
2051,5.61918,488.03,1.33707,135,3.61504,0.318519,2.22031e-14
2052,5.62192,480.03,1.31515,135,3.55578,0.318519,0
2053,5.62466,492.031,1.34803,135,3.64467,0.318519,0
2054,5.6274,480.03,1.31515,135,3.55578,0.318519,0
2055,5.63014,484.03,1.32611,135,3.58541,0.318519,0
2056,5.63288,476.03,1.30419,135,3.52615,0.318519,0
2057,5.63562,492.031,1.34803,135,3.64467,0.318519,0
2058,5.63836,468.029,1.28227,135,3.46688,0.318519,0
2059,5.6411,504.031,1.38091,135,3.73357,0.318519,2.22031e-14
2060,5.64384,480.03,1.31515,135,3.55578,0.318519,-2.22031e-14
2061,5.64658,464.029,1.27131,135,3.43725,0.318519,-2.22031e-14
2062,5.64932,496.031,1.35899,135,3.6743,0.318519,4.44062e-14
2063,5.65205,504.031,1.38091,135,3.73357,0.318519,0
2064,5.65479,472.029,1.29323,135,3.49651,0.318519,-2.22031e-14
2065,5.65753,500.031,1.36995,135,3.70393,0.318519,2.22031e-14
2066,5.66027,476.03,1.30419,135,3.52615,0.318519,-2.22031e-14
2067,5.66301,504.031,1.38091,135,3.73357,0.318519,2.22031e-14
2068,5.66575,480.03,1.31515,135,3.55578,0.318519,-2.22031e-14
2069,5.66849,500.031,1.36995,135,3.70393,0.318519,2.22031e-14
2070,5.67123,488.03,1.33707,135,3.61504,0.318519,-2.22031e-14
2071,5.67397,492.031,1.34803,135,3.64467,0.318519,0
2072,5.67671,504.031,1.38091,135,3.73357,0.318519,2.22031e-14
2073,5.67945,488.03,1.33707,135,3.61504,0.318519,-2.22031e-14
2074,5.68219,492.031,1.34803,135,3.64467,0.318519,0
2075,5.68493,484.03,1.32611,135,3.58541,0.318519,0
2076,5.68767,468.029,1.28227,135,3.46688,0.318519,0
2077,5.69041,500.031,1.36995,135,3.70393,0.318519,2.22031e-14
2078,5.69315,468.029,1.28227,135,3.46688,0.318519,-2.22031e-14
2079,5.69589,484.03,1.32611,135,3.58541,0.318519,0
2080,5.69863,500.031,1.36995,135,3.70393,0.318519,2.22031e-14
2081,5.70137,476.03,1.30419,135,3.52615,0.318519,-2.22031e-14
2082,5.70411,468.029,1.28227,135,3.46688,0.318519,0
2083,5.70685,504.031,1.38091,135,3.73357,0.318519,2.22031e-14
2084,5.70959,496.031,1.35899,135,3.6743,0.318519,0
2085,5.71233,496.031,1.35899,135,3.6743,0.318519,0
2086,5.71507,484.03,1.32611,135,3.58541,0.318519,-2.22031e-14
2087,5.71781,516.032,1.41379,135,3.82246,0.318519,2.22031e-14
2088,5.72055,468.029,1.28227,135,3.46688,0.318519,-2.22031e-14
2089,5.72329,492.031,1.34803,135,3.64467,0.318519,0
2090,5.72603,512.032,1.40283,135,3.79283,0.318519,2.22031e-14
2091,5.72877,464.029,1.27131,135,3.43725,0.318519,-4.44062e-14
2092,5.73151,496.031,1.35899,135,3.6743,0.318519,4.44062e-14
2093,5.73425,508.032,1.39187,135,3.7632,0.318519,0
2094,5.73699,504.031,1.38091,136,3.70611,0.323529,0
2095,5.73973,492.031,1.34803,136,3.61787,0.323529,-2.22031e-14
2096,5.74247,512.032,1.40283,136,3.76494,0.323529,2.22031e-14
2097,5.74521,476.03,1.30419,136,3.50022,0.323529,-2.22031e-14
2098,5.74795,488.03,1.33707,136,3.58846,0.323529,0
2099,5.75068,496.031,1.35899,136,3.64729,0.323529,2.22031e-14
2100,5.75342,484.03,1.32611,136,3.55905,0.323529,-2.22031e-14
2101,5.75616,464.029,1.27131,136,3.41198,0.323529,-2.22031e-14
2102,5.7589,488.03,1.33707,136,3.58846,0.323529,2.22031e-14
2103,5.76164,500.031,1.36995,136,3.6767,0.323529,2.22031e-14
2104,5.76438,476.03,1.30419,136,3.50022,0.323529,-2.22031e-14
2105,5.76712,484.03,1.32611,136,3.55905,0.323529,0
2106,5.76986,484.03,1.32611,136,3.55905,0.323529,0
2107,5.7726,496.031,1.35899,136,3.64729,0.323529,2.22031e-14
2108,5.77534,492.031,1.34803,136,3.61787,0.323529,-2.22031e-14
2109,5.77808,472.029,1.29323,136,3.4708,0.323529,0
2110,5.78082,516.032,1.41379,136,3.79435,0.323529,2.22031e-14
2111,5.78356,480.03,1.31515,136,3.52963,0.323529,-2.22031e-14
2112,5.7863,476.03,1.30419,136,3.50022,0.323529,0
2113,5.78904,496.031,1.35899,136,3.64729,0.323529,2.22031e-14
2114,5.79178,496.031,1.35899,136,3.64729,0.323529,0
2115,5.79452,476.03,1.30419,136,3.50022,0.323529,-2.22031e-14
2116,5.79726,484.03,1.32611,136,3.55905,0.323529,0
2117,5.8,464.029,1.27131,136,3.41198,0.323529,-2.22031e-14
2118,5.80274,480.03,1.31515,136,3.52963,0.323529,2.22031e-14
2119,5.80548,504.031,1.38091,137,3.67906,0.328467,2.22031e-14
2120,5.80822,488.03,1.33707,137,3.56227,0.328467,-2.22031e-14
2121,5.81096,480.03,1.31515,137,3.50387,0.328467,0
2122,5.8137,492.031,1.34803,137,3.59146,0.328467,0
2123,5.81644,492.031,1.34803,137,3.59146,0.328467,0
2124,5.81918,504.031,1.38091,137,3.67906,0.328467,2.22031e-14
2125,5.82192,480.03,1.31515,137,3.50387,0.328467,-2.22031e-14
2126,5.82466,492.031,1.34803,137,3.59146,0.328467,0
2127,5.8274,492.031,1.34803,137,3.59146,0.328467,0
2128,5.83014,508.032,1.39187,137,3.70826,0.328467,2.22031e-14
2129,5.83288,496.031,1.35899,137,3.62066,0.328467,0
2130,5.83562,472.029,1.29323,137,3.44547,0.328467,-2.22031e-14
2131,5.83836,508.032,1.39187,137,3.70826,0.328467,2.22031e-14
2132,5.8411,512.032,1.40283,137,3.73746,0.328467,0
2133,5.84384,500.031,1.36995,137,3.64986,0.328467,0
2134,5.84658,488.03,1.33707,137,3.56227,0.328467,-2.22031e-14
2135,5.84932,492.031,1.34803,137,3.59146,0.328467,0
2136,5.85205,488.03,1.33707,137,3.56227,0.328467,0
2137,5.85479,508.032,1.39187,137,3.70826,0.328467,2.22031e-14
2138,5.85753,508.032,1.39187,137,3.70826,0.328467,0
2139,5.86027,500.031,1.36995,137,3.64986,0.328467,0
2140,5.86301,484.03,1.32611,137,3.53307,0.328467,-2.22031e-14
2141,5.86575,508.032,1.39187,137,3.70826,0.328467,2.22031e-14
2142,5.86849,520.032,1.42475,137,3.79586,0.328467,0
2143,5.87123,484.03,1.32611,137,3.53307,0.328467,-2.22031e-14
2144,5.87397,512.032,1.40283,137,3.73746,0.328467,2.22031e-14
2145,5.87671,492.031,1.34803,137,3.59146,0.328467,-2.22031e-14
2146,5.87945,500.031,1.36995,137,3.64986,0.328467,2.22031e-14
2147,5.88219,504.031,1.38091,137,3.67906,0.328467,0
2148,5.88493,508.032,1.39187,137,3.70826,0.328467,0
2149,5.88767,488.03,1.33707,137,3.56227,0.328467,-2.22031e-14
2150,5.89041,484.03,1.32611,137,3.53307,0.328467,0
2151,5.89315,480.03,1.31515,137,3.50387,0.328467,0
2152,5.89589,488.03,1.33707,137,3.56227,0.328467,0
2153,5.89863,472.029,1.29323,137,3.44547,0.328467,0
2154,5.90137,512.032,1.40283,137,3.73746,0.328467,2.22031e-14
2155,5.90411,484.03,1.32611,137,3.53307,0.328467,-2.22031e-14
2156,5.90685,488.03,1.33707,137,3.56227,0.328467,0
2157,5.90959,488.03,1.33707,137,3.56227,0.328467,0
2158,5.91233,504.031,1.38091,137,3.67906,0.328467,2.22031e-14
2159,5.91507,496.031,1.35899,137,3.62066,0.328467,0
2160,5.91781,484.03,1.32611,137,3.53307,0.328467,-2.22031e-14
2161,5.92055,520.032,1.42475,137,3.79586,0.328467,2.22031e-14
2162,5.92329,524.033,1.43571,137,3.82506,0.328467,0
2163,5.92603,492.031,1.34803,137,3.59146,0.328467,-2.22031e-14
2164,5.92877,500.031,1.36995,137,3.64986,0.328467,2.22031e-14
2165,5.93151,500.031,1.36995,137,3.64986,0.328467,0
2166,5.93425,496.031,1.35899,137,3.62066,0.328467,0
2167,5.93699,492.031,1.34803,137,3.59146,0.328467,-2.22031e-14
2168,5.93973,500.031,1.36995,137,3.64986,0.328467,2.22031e-14
2169,5.94247,504.031,1.38091,137,3.67906,0.328467,0
2170,5.94521,500.031,1.36995,137,3.64986,0.328467,0
2171,5.94795,488.03,1.33707,137,3.56227,0.328467,-2.22031e-14
2172,5.95068,488.03,1.33707,137,3.56227,0.328467,0
2173,5.95342,468.029,1.28227,137,3.41627,0.328467,0
2174,5.95616,492.031,1.34803,137,3.59146,0.328467,0
2175,5.9589,484.03,1.32611,137,3.53307,0.328467,0
2176,5.96164,512.032,1.40283,137,3.73746,0.328467,2.22031e-14
2177,5.96438,500.031,1.36995,137,3.64986,0.328467,0
2178,5.96712,508.032,1.39187,137,3.70826,0.328467,0
2179,5.96986,492.031,1.34803,138,3.56544,0.333333,-2.22031e-14
2180,5.9726,488.03,1.33707,138,3.53645,0.333333,0
2181,5.97534,520.032,1.42475,138,3.76835,0.333333,2.22031e-14
2182,5.97808,488.03,1.33707,138,3.53645,0.333333,-2.22031e-14
2183,5.98082,500.031,1.36995,138,3.62341,0.333333,2.22031e-14
2184,5.98356,472.029,1.29323,138,3.4205,0.333333,-2.22031e-14
2185,5.9863,488.03,1.33707,138,3.53645,0.333333,0
2186,5.98904,488.03,1.33707,138,3.53645,0.333333,0
2187,5.99178,500.031,1.36995,138,3.62341,0.333333,2.22031e-14
2188,5.99452,520.032,1.42475,138,3.76835,0.333333,0
2189,5.99726,480.03,1.31515,138,3.47848,0.333333,-2.22031e-14
2190,6,512.032,1.40283,138,3.71038,0.333333,2.22031e-14
2191,6.00274,488.03,1.33707,138,3.53645,0.333333,-2.22031e-14
2192,6.00548,520.032,1.42475,138,3.76835,0.333333,2.22031e-14
2193,6.00822,496.031,1.35899,138,3.59443,0.333333,0
2194,6.01096,500.031,1.36995,138,3.62341,0.333333,0
2195,6.0137,492.031,1.34803,138,3.56544,0.333333,-2.22031e-14
2196,6.01644,496.031,1.35899,138,3.59443,0.333333,2.22031e-14
2197,6.01918,488.03,1.33707,138,3.53645,0.333333,-2.22031e-14
2198,6.02192,508.032,1.39187,138,3.68139,0.333333,2.22031e-14
2199,6.02466,504.031,1.38091,138,3.6524,0.333333,0
2200,6.0274,516.032,1.41379,138,3.73936,0.333333,0
2201,6.03014,508.032,1.39187,138,3.68139,0.333333,0
2202,6.03288,500.031,1.36995,138,3.62341,0.333333,0
2203,6.03562,484.03,1.32611,138,3.50746,0.333333,-2.22031e-14
2204,6.03836,504.031,1.38091,138,3.6524,0.333333,2.22031e-14
2205,6.0411,488.03,1.33707,138,3.53645,0.333333,-2.22031e-14
2206,6.04384,512.032,1.40283,138,3.71038,0.333333,2.22031e-14
2207,6.04658,488.03,1.33707,139,3.51101,0.338129,-2.22031e-14
2208,6.04932,504.031,1.38091,139,3.62613,0.338129,2.22031e-14
2209,6.05205,512.032,1.40283,140,3.65737,0.342857,0
2210,6.05479,484.03,1.32611,140,3.45736,0.342857,-2.22031e-14
2211,6.05753,504.031,1.38091,140,3.60022,0.342857,2.22031e-14
2212,6.06027,492.031,1.34803,140,3.5145,0.342857,-2.22031e-14
2213,6.06301,520.032,1.42475,140,3.71452,0.342857,2.22031e-14
2214,6.06575,492.031,1.34803,140,3.5145,0.342857,-2.22031e-14
2215,6.06849,504.031,1.38091,140,3.60022,0.342857,2.22031e-14
2216,6.07123,512.032,1.40283,140,3.65737,0.342857,0
2217,6.07397,492.031,1.34803,140,3.5145,0.342857,-2.22031e-14
2218,6.07671,508.032,1.39187,140,3.6288,0.342857,2.22031e-14
2219,6.07945,496.031,1.35899,140,3.54308,0.342857,0
2220,6.08219,504.031,1.38091,140,3.60022,0.342857,0
2221,6.08493,484.03,1.32611,140,3.45736,0.342857,-2.22031e-14
2222,6.08767,504.031,1.38091,140,3.60022,0.342857,2.22031e-14
2223,6.09041,508.032,1.39187,140,3.6288,0.342857,0
2224,6.09315,512.032,1.40283,140,3.65737,0.342857,0
2225,6.09589,500.031,1.36995,140,3.57165,0.342857,0
2226,6.09863,520.032,1.42475,140,3.71452,0.342857,0
2227,6.10137,496.031,1.35899,140,3.54308,0.342857,0
2228,6.10411,508.032,1.39187,140,3.6288,0.342857,0
2229,6.10685,516.032,1.41379,140,3.68594,0.342857,0
2230,6.10959,504.031,1.38091,140,3.60022,0.342857,0
2231,6.11233,512.032,1.40283,140,3.65737,0.342857,0
2232,6.11507,512.032,1.40283,140,3.65737,0.342857,0
2233,6.11781,512.032,1.40283,140,3.65737,0.342857,0
2234,6.12055,488.03,1.33707,140,3.48593,0.342857,-2.22031e-14
2235,6.12329,528.033,1.44667,140,3.77166,0.342857,2.22031e-14
2236,6.12603,516.032,1.41379,140,3.68594,0.342857,0
2237,6.12877,508.032,1.39187,140,3.6288,0.342857,0
2238,6.13151,516.032,1.41379,140,3.68594,0.342857,0
2239,6.13425,492.031,1.34803,140,3.5145,0.342857,-2.22031e-14
2240,6.13699,512.032,1.40283,140,3.65737,0.342857,2.22031e-14
2241,6.13973,516.032,1.41379,140,3.68594,0.342857,0
2242,6.14247,524.033,1.43571,140,3.74309,0.342857,0
2243,6.14521,500.031,1.36995,140,3.57165,0.342857,0
2244,6.14795,524.033,1.43571,140,3.74309,0.342857,0
2245,6.15068,484.03,1.32611,140,3.45736,0.342857,-2.22031e-14
2246,6.15342,496.031,1.35899,140,3.54308,0.342857,2.22031e-14
2247,6.15616,496.031,1.35899,140,3.54308,0.342857,0
2248,6.1589,520.032,1.42475,140,3.71452,0.342857,0
2249,6.16164,516.032,1.41379,140,3.68594,0.342857,0
2250,6.16438,504.031,1.38091,140,3.60022,0.342857,0
2251,6.16712,524.033,1.43571,140,3.74309,0.342857,0
2252,6.16986,536.033,1.46858,140,3.82881,0.342857,2.22031e-14
2253,6.1726,516.032,1.41379,140,3.68594,0.342857,-2.22031e-14
2254,6.17534,488.03,1.33707,140,3.48593,0.342857,-2.22031e-14
2255,6.17808,504.031,1.38091,140,3.60022,0.342857,2.22031e-14
2256,6.18082,500.031,1.36995,140,3.57165,0.342857,0
2257,6.18356,504.031,1.38091,140,3.60022,0.342857,0
2258,6.1863,500.031,1.36995,140,3.57165,0.342857,0
2259,6.18904,504.031,1.38091,140,3.60022,0.342857,0
2260,6.19178,528.033,1.44667,140,3.77166,0.342857,0
2261,6.19452,480.03,1.31515,140,3.42879,0.342857,-2.22031e-14
2262,6.19726,504.031,1.38091,140,3.60022,0.342857,2.22031e-14
2263,6.2,504.031,1.38091,140,3.60022,0.342857,0
2264,6.20274,500.031,1.36995,140,3.57165,0.342857,0
2265,6.20548,504.031,1.38091,140,3.60022,0.342857,0
2266,6.20822,484.03,1.32611,140,3.45736,0.342857,-2.22031e-14
2267,6.21096,484.03,1.32611,140,3.45736,0.342857,0
2268,6.2137,504.031,1.38091,140,3.60022,0.342857,2.22031e-14
2269,6.21644,516.032,1.41379,140,3.68594,0.342857,0
2270,6.21918,528.033,1.44667,140,3.77166,0.342857,0
2271,6.22192,488.03,1.33707,140,3.48593,0.342857,-2.22031e-14
2272,6.22466,496.031,1.35899,140,3.54308,0.342857,2.22031e-14
2273,6.2274,480.03,1.31515,140,3.42879,0.342857,-2.22031e-14
2274,6.23014,516.032,1.41379,140,3.68594,0.342857,2.22031e-14
2275,6.23288,500.031,1.36995,140,3.57165,0.342857,0
2276,6.23562,500.031,1.36995,141,3.54632,0.347518,0
2277,6.23836,528.033,1.44667,141,3.74491,0.347518,0
2278,6.2411,516.032,1.41379,142,3.63403,0.352113,0
2279,6.24384,508.032,1.39187,142,3.57769,0.352113,0
2280,6.24658,508.032,1.39187,142,3.57769,0.352113,0
2281,6.24932,540.034,1.47954,142,3.80305,0.352113,2.22031e-14
2282,6.25205,488.03,1.33707,142,3.43683,0.352113,-4.44062e-14
2283,6.25479,512.032,1.40283,142,3.60586,0.352113,2.22031e-14
2284,6.25753,528.033,1.44667,142,3.71854,0.352113,0
2285,6.26027,508.032,1.39187,142,3.57769,0.352113,0
2286,6.26301,532.033,1.45763,142,3.74671,0.352113,2.22031e-14
2287,6.26575,528.033,1.44667,142,3.71854,0.352113,-2.22031e-14
2288,6.26849,516.032,1.41379,142,3.63403,0.352113,0
2289,6.27123,508.032,1.39187,142,3.57769,0.352113,0
2290,6.27397,508.032,1.39187,142,3.57769,0.352113,0
2291,6.27671,492.031,1.34803,142,3.465,0.352113,-2.22031e-14
2292,6.27945,516.032,1.41379,142,3.63403,0.352113,2.22031e-14
2293,6.28219,516.032,1.41379,142,3.63403,0.352113,0
2294,6.28493,512.032,1.40283,142,3.60586,0.352113,0
2295,6.28767,508.032,1.39187,142,3.57769,0.352113,0
2296,6.29041,512.032,1.40283,142,3.60586,0.352113,0
2297,6.29315,508.032,1.39187,142,3.57769,0.352113,0
2298,6.29589,496.031,1.35899,142,3.49318,0.352113,0
2299,6.29863,504.031,1.38091,142,3.54952,0.352113,0
2300,6.30137,520.032,1.42475,142,3.6622,0.352113,0
2301,6.30411,516.032,1.41379,142,3.63403,0.352113,0
2302,6.30685,528.033,1.44667,142,3.71854,0.352113,0
2303,6.30959,504.031,1.38091,142,3.54952,0.352113,0
2304,6.31233,516.032,1.41379,142,3.63403,0.352113,0
2305,6.31507,504.031,1.38091,142,3.54952,0.352113,0
2306,6.31781,512.032,1.40283,142,3.60586,0.352113,0
2307,6.32055,520.032,1.42475,142,3.6622,0.352113,0
2308,6.32329,496.031,1.35899,142,3.49318,0.352113,0
2309,6.32603,512.032,1.40283,142,3.60586,0.352113,0
2310,6.32877,528.033,1.44667,142,3.71854,0.352113,0
2311,6.33151,516.032,1.41379,142,3.63403,0.352113,0
2312,6.33425,536.033,1.46858,142,3.77488,0.352113,2.22031e-14
2313,6.33699,508.032,1.39187,142,3.57769,0.352113,-2.22031e-14
2314,6.33973,516.032,1.41379,142,3.63403,0.352113,0
2315,6.34247,504.031,1.38091,142,3.54952,0.352113,0
2316,6.34521,520.032,1.42475,142,3.6622,0.352113,0
2317,6.34795,500.031,1.36995,142,3.52135,0.352113,0
2318,6.35068,496.031,1.35899,142,3.49318,0.352113,0
2319,6.35342,508.032,1.39187,142,3.57769,0.352113,0
2320,6.35616,500.031,1.36995,142,3.52135,0.352113,0
2321,6.3589,504.031,1.38091,142,3.54952,0.352113,0
2322,6.36164,508.032,1.39187,142,3.57769,0.352113,0
2323,6.36438,512.032,1.40283,142,3.60586,0.352113,0
2324,6.36712,492.031,1.34803,142,3.465,0.352113,-2.22031e-14
2325,6.36986,488.03,1.33707,142,3.43683,0.352113,0
2326,6.3726,512.032,1.40283,142,3.60586,0.352113,2.22031e-14
2327,6.37534,520.032,1.42475,142,3.6622,0.352113,0
2328,6.37808,504.031,1.38091,142,3.54952,0.352113,0
2329,6.38082,500.031,1.36995,142,3.52135,0.352113,0
2330,6.38356,520.032,1.42475,142,3.6622,0.352113,0
2331,6.3863,488.03,1.33707,142,3.43683,0.352113,-2.22031e-14
